id,category
7682,iPad
7683,Other
7687,Other Apple product or service
7688,Other Google product or service
7689,iPhone App
7690,Other Google product or service
7691,iPad
7692,Other Google product or service
7693,iPad
7694,Other Google product or service
7696,Other Google product or service
7697,Other Apple product or service
7699,Other Google product or service
7700,Apple
7701,Other Google product or service
7704,iPhone
7705,iPhone
7706,Other Apple product or service
7707,iPhone
7708,Other
7709,Other Apple product or service
7710,Other Google product or service
7714,Android
7716,iPhone
7717,iPhone
7718,Other Google product or service
7720,Other Apple product or service
7721,iPhone
7722,Other Apple product or service
7723,Other
7724,Android
7725,None
7726,Other Google product or service
7727,iPad
7728,Other Apple product or service
7729,Other Google product or service
7732,Other Apple product or service
7734,None
7735,Other Apple product or service
7736,Other Google product or service
7738,Other Google product or service
7739,iPad
7742,iPad
7743,Other Google product or service
7745,Other Google product or service
7746,iPad
7747,Other Apple product or service
7750,Other
7752,Other Google product or service
7754,Other Apple product or service
7756,Other Google product or service
7758,iPad
7759,None
7766,iPhone
7767,iPhone
7768,iPhone
7770,Apple
7771,Other Google product or service
7772,Other Google product or service
7773,Other Google product or service
7775,Android
7777,iPhone App
7779,iPhone
7783,Other Google product or service
7784,None
7788,Other Apple product or service
7793,Other Google product or service
7794,Apple
7795,Other Google product or service
7796,Android
7797,iPad App
7799,iPhone
7801,Other Apple product or service
7806,iPad
7810,Other Apple product or service
7812,Other Google product or service
7814,iPad
7815,Other Google product or service
7817,Other Apple product or service
7818,Other Apple product or service
7820,Other Apple product or service
7822,Other Google product or service
7825,Other Apple product or service
7826,Other Apple product or service
7827,iPad
7828,Other Apple product or service
7829,iPad
7830,Other Google product or service
7832,Android
7833,Android
7834,iPad
7835,iPhone
7836,iPhone
7837,Other Google product or service
7838,iPad
7842,Other Google product or service
7844,Other Google product or service
7846,iPad
7847,Other Apple product or service
7849,None
7850,Other Apple product or service
7851,iPhone
7852,Other Apple product or service
7853,Samsung Galaxy S
7855,iPad App
7857,Kindle
7858,Other Google product or service
7860,Other Google product or service
7861,iPad App
7865,iPhone
7866,iPad
7869,Other Google product or service
7870,Other Google product or service
7875,iPad
7876,None
7877,iPad
7879,Other Google product or service
7880,iPad
7881,Other
7883,Other Google product or service
7885,None
7886,iPad
7888,Other Google product or service
7890,iPad
7892,Other Apple product or service
7893,iPad
7896,Other Google product or service
7898,Android
7900,iPad
7902,Other Google product or service
7903,iPhone
7904,iPad
7905,iPad
7908,iPhone
7909,Other Apple product or service
7910,iPhone
7912,Other Apple product or service
7913,Other Google product or service
7916,None
7917,iPad
7919,iPad
7920,Other Google product or service
7922,Other Google product or service
7923,iPhone
7924,iPad
7926,iPad
7928,iPad
7929,Android
7931,iPhone
7932,iPad
7933,Other Apple product or service
7934,iPad
7937,iPad
7939,None
7940,iPad
7943,iPad
7945,Other Google product or service
7946,Other Google product or service
7948,None
7949,Other Google product or service
7953,iPad
7954,Other Google product or service
7955,Other Google product or service
7956,Other Apple product or service
7957,Android
7958,iPad
7959,iPhone
7960,iPhone
7961,iPad
7962,iPad
7963,iPhone
7964,None
7965,None
7966,None
7967,iPad
7969,Other Google product or service
7970,None
7972,Other
7975,Apple
7978,Other Google product or service
7979,Other Apple product or service
7981,iPad
7983,iPad
7985,Other Apple product or service
7986,iPhone
7987,Other Google product or service
7988,None
7989,iPad
7990,Android
7991,iPad
7995,Other Google product or service
7999,Other Google product or service
8000,Other Google product or service
8003,Android App
8004,Android App
8005,Other Google product or service
8006,iPad
8008,Other Google product or service
8010,Other Google product or service
8011,Other Apple product or service
8013,Other Google product or service
8019,iPhone App
8020,Other Google product or service
8021,Other Apple product or service
8022,None
8023,iPhone
8025,Android
8026,iPhone
8027,Other Apple product or service
8031,Other Google product or service
8034,iPad Game
8035,iPad
8037,iPad
8038,iPhone
8039,Other Apple product or service
8043,iPad
8046,iPhone
8049,iPhone
8050,iPhone
8053,Other Google product or service
8054,Other Google product or service
8055,Other
8056,Other Google product or service
8057,Other
8058,Other Google product or service
8059,iPad
8060,None
8064,iPad
8065,Other Google product or service
8066,Android App
8068,Other Google product or service
8069,iPhone
8070,iPad App
8072,Other Google product or service
8073,iPod
8075,iPad
8076,Other Apple product or service
8079,iPad
8081,Other Google product or service
8082,Other Google product or service
8084,Other Google product or service
8085,Other Google product or service
8089,iPad
8090,Other Google product or service
8091,Other Google product or service
8093,Other Apple product or service
8094,Google
8096,Other Apple product or service
8099,iPad
8101,iPad
8102,Other Google product or service
8103,Airbnb
8106,Other Google product or service
8107,iPhone
8109,iPhone
8110,Apple
8112,Other Apple product or service
8113,Other Apple product or service
8114,Android
8116,None
8117,Other Google product or service
8118,Other Apple product or service
8119,iPad
8120,Other Google product or service
8121,Other
8123,iPad App
8124,None
8125,Other Google product or service
8126,Other Google product or service
8127,Other Google product or service
8128,Other Google product or service
8129,None
8130,iPhone
8131,None
8132,iPhone
8133,iPad
8134,Other Apple product or service
8135,Other Google product or service
8136,Android
8137,Other Google product or service
8138,Android App
8139,Other Google product or service
8140,Other Apple product or service
8142,None
8144,iPad
8145,Other
8146,iPhone
8147,Apple
8148,Other Apple product or service
8149,iPhone
8150,iPad
8153,None
8154,Other Google product or service
8155,Other Google product or service
8156,Other Google product or service
8157,Other Google product or service
8159,Other Google product or service
8160,Other Google product or service
8161,Other Google product or service
8162,Other Google product or service
8163,Other Google product or service
8170,Other Google product or service
8171,Other Google product or service
8172,iPad
8173,Other Google product or service
8174,iPad
8177,iPhone
8178,None
8179,Other Apple product or service
8180,Other Apple product or service
8181,Other Apple product or service
8182,Apple
8184,iPad
8186,iPhone
8188,Other Apple product or service
8189,Other Google product or service
8190,Other Google product or service
8191,Other Google product or service
8192,iPhone
8196,Other Google product or service
8197,iPad
8199,iPad
8200,Other Google product or service
8202,Other Google product or service
8204,Android App
8205,Other Google product or service
8206,Other Google product or service
8209,Other Apple product or service
8210,Other Apple product or service
8211,iPad
8215,iPad
8216,iPad
8217,Android
8218,iPad
8219,None
8220,iPad
8221,Other Google product or service
8223,Other Google product or service
8224,iPad
8228,None
8231,iPad
8232,Other Google product or service
8233,Other Google product or service
8234,Other Apple product or service
8238,iPhone
8239,Other Google product or service
8242,iPhone
8245,iPhone App
8247,iPad
8249,iPhone
8250,Other Google product or service
8251,Other Google product or service
8252,iPhone
8256,iPad
8257,Apple
8258,Other Apple product or service
8259,iPad
8262,Other Google product or service
8264,iPad
8265,Other Google product or service
8266,iPad
8268,Apple
8269,Other Google product or service
8270,Other Apple product or service
8271,Other Google product or service
8272,Other Google product or service
8274,iPad
8276,Other Google product or service
8277,Other Google product or service
8281,Other Google product or service
8283,iPhone App
8286,Other
8287,iPhone
8288,iPad
8292,Other
8294,iPhone
8295,iPhone
8297,Other Apple product or service
8298,Other Google product or service
8299,None
8300,Other Mobile Operating System
8303,iPhone
8306,Google
8307,None
8308,Other Apple product or service
8309,iPad
8311,iPhone
8312,Other
8314,Other
8315,Other Google product or service
8316,Other Google product or service
8317,Other Google product or service
8322,iPad App
8323,None
8324,iPhone
8325,Other Apple product or service
8326,Other Google product or service
8327,Other Apple product or service
8328,iPad
8330,iPad
8331,Other Apple product or service
8332,Other Google product or service
8333,Android
8334,Other Google product or service
8338,iPad
8339,iPad
8340,Other Apple product or service
8341,iPad
8342,Other Apple product or service
8343,Other Apple product or service
8351,iPad
8352,iPhone App
8353,Other Apple product or service
8354,Android
8355,Other Apple product or service
8357,Other Google product or service
8358,Other Google product or service
8360,Other Google product or service
8361,Other Apple product or service
8362,iPad
8363,Apple
8364,Other Apple product or service
8366,Other
8369,iPad
8372,iPhone
8373,Other Apple product or service
8374,Other Apple product or service
8376,iPhone
8377,Other Apple product or service
8378,Other Apple product or service
8379,Other Apple product or service
8382,iPad
8385,Other Google product or service
8386,Other Google product or service
8387,Other Apple product or service
8388,Other Google product or service
8390,Android
8391,iPhone
8392,Other Google product or service
8393,Android
8395,iPhone App
8397,iPad
8398,iPhone
8399,Other
8401,Other Google product or service
8402,Other Google product or service
8404,iPad
8405,Other Apple product or service
8406,Other Google product or service
8407,Other
8409,iPhone
8410,None
8411,Other Google product or service
8413,iPad
8414,None
8415,Google
8416,Other Google product or service
8417,Android Charger
8418,Android
8419,Other Google product or service
8420,iPad
8424,iPad
8426,Android
8427,Other Apple product or service
8429,iPad
8430,Other Google product or service
8431,Other Google product or service
8432,iPad
8434,iPad
8435,iPad
8437,iPad
8438,iPad
8443,Other Apple product or service
8448,None
8451,Other Google product or service
8452,Other Google product or service
8454,Other Google product or service
8457,Other Google product or service
8459,Android
8460,Other Google product or service
8462,Other Google product or service
8463,Google
8464,iPhone App
8465,Other Apple product or service
8468,Other Google product or service
8471,iPad
8472,iPad
8475,Other Apple product or service
8476,iPad
8478,Android App
8479,iPhone
8480,iPhone
8481,iPhone App
8482,iPhone App
8484,Other Apple product or service
8487,Other Apple product or service
8490,iPhone
8491,Other Google product or service
8492,Android
8495,Other Google product or service
8496,iPad
8498,Other Google product or service
8499,None
8501,Other brand or product
8503,iPad
8505,iPad
8506,Other Google product or service
8508,Other Google product or service
8511,Android
8512,iPhone
8513,Other Google product or service
8514,Other Google product or service
8515,iPad
8518,iPad
8519,Other Google product or service
8521,iPad
8523,Android
8524,iPad
8525,Other Google product or service
8526,iPad
8527,Other Apple product or service
8530,iPad
8533,iPad
8535,iPad
8536,Other Google product or service
8537,Other Google product or service
8541,iPhone
8542,iPad
8543,iPad
8544,iPad
8546,Other Google product or service
8549,Other Google product or service
8550,iPad
8551,Other Google product or service
8552,Other Google product or service
8554,Other Google product or service
8555,Android App
8557,Other Google product or service
8558,Other Google product or service
8559,iPhone
8560,Other Google product or service
